product_name,ingredient,interaction_count,top_interaction_types
CIPINTU 50 MG/50 ML INFUZYON ICIN 1 KONSANTRE COZELTI,cisplatin,212,"risk or severity of adverse effects, serum concentration, thrombogenic activities"
CIPRALEX 10 MG 28 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CIPRALEX 10 MG 56 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CIPRALEX 10 MG 84 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CIPRALEX 20 MG 28 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CIPRALEX 20 MG 56 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CIPRALEX 20 MG 84 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CIPRAM 20 MG 28 FTB,citalopram,799,"metabolism, risk or severity of adverse effects, serum concentration"
CIPRASID 500 MG 14 FTB,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
CIPRASID 750 MG 14 FTB,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
CIPRO 250 MG 14 FILM KAPLI TABLET,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
CIPRO 500 MG 14 FILM KAPLI TABLET,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
CIPRO 750 MG 14 FILM KAPLI TABLET,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
CIPRONATIN 500 MG 14 FTB,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
CIPRONATIN 750 MG 14 FTB,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
CIPROPOL 2 MG/ML IV INF ICIN COZ 100 ML SETSIZ 1 TORBA,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
CIPROPOL 2 MG/ML IV INF ICIN COZ 200 ML SETSIZ 1 TORBA,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
CISPLATIN-KOCAK 10 MG/20 ML IV INFUZYON ICEREN 1 FLK,cisplatin,212,"risk or severity of adverse effects, serum concentration, thrombogenic activities"
CISPLATIN-KOCAK 25 MG/50 ML IV INFUZYON ICIN KONSANTRE SOLUSYON ICEREN FLK,cisplatin,212,"risk or severity of adverse effects, serum concentration, thrombogenic activities"
CISPLATIN-KOCAK 50 MG/100 ML IV INFUZYON ICIN KONSANTRE SOLUSYON ICEREN 1 FLK,cisplatin,212,"risk or severity of adverse effects, serum concentration, thrombogenic activities"
CITANEST %2 ENJEKSIYONLUK COZELTI,prilocaine,301,"risk or severity of adverse effects, central nervous system depressant (CNS depressant) activities, sedative activities"
CITOL 20 MG 28 FTB,citalopram,799,"metabolism, risk or severity of adverse effects, serum concentration"
CITOL 20 MG 56 FTB,citalopram,799,"metabolism, risk or severity of adverse effects, serum concentration"
CITOL 40 MG 28 FTB,citalopram,799,"metabolism, risk or severity of adverse effects, serum concentration"
CITOL 40 MG 56 FTB,citalopram,799,"metabolism, risk or severity of adverse effects, serum concentration"
CITOLES 10 MG 28 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CITOLES 10 MG 56 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CITOLES 10 MG/ML 15 ML ORAL DAMLA,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CITOLES 15 MG FILM KAPLI TABLET (28 TABLET),escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CITOLES 20 MG 28 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CITOLES 20 MG 56 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CITOLES 5 MG 28 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
CITOVIR 450 MG FILM TABLET (60 TABLET),valganciclovir,12,"risk or severity of adverse effects, serum concentration, risk or severity of generalized seizure"
CLARICIDE 500 MG 14 FTB,clarithromycin,712,"metabolism, serum concentration, QTc-prolonging activities"
CLARISCAN 0.5 MMOL/ML ENJEKSIYONLUK COZELTI (1X10 ML FLAKON),gadoteric acid,1,absorption of reduced serum concentration and potentially
CLARISCAN 0.5 MMOL/ML ENJEKSIYONLUK COZELTI (1X15 ML FLAKON),gadoteric acid,1,absorption of reduced serum concentration and potentially
CLARISCAN 0.5 MMOL/ML ENJEKSIYONLUK COZELTI (1X20 ML FLAKON),gadoteric acid,1,absorption of reduced serum concentration and potentially
CLARITINE 10 MG 20 TB,loratadine,460,"risk or severity of adverse effects, metabolism, serum concentration"
CLASEM 125 MG/5ML 100 ML ORAL SUSP ICIN TOZ,cefdinir,21,"nephrotoxic activities, anticoagulant activities, serum concentration"
CLASEM 250 MG/5ML 100 ML ORAL SUSP ICIN TOZ,cefdinir,21,"nephrotoxic activities, anticoagulant activities, serum concentration"
CLASEM 600 MG 10 FTB,cefdinir,21,"nephrotoxic activities, anticoagulant activities, serum concentration"
CLASEM 600 MG FILM KAPLI TABLET (14 TABLET),cefdinir,21,"nephrotoxic activities, anticoagulant activities, serum concentration"
CLASEM 600 MG FILM KAPLI TABLET (7 TABLET),cefdinir,21,"nephrotoxic activities, anticoagulant activities, serum concentration"
CLAXOM 50 MG IV INFUZYONLUK COZELTI HAZIRLAMADA KULLANILACAK KONSANTRE ICIN LIYOFILIZE TOZ,caspofungin,112,"therapeutic efficacy, serum concentration, risk or severity of adverse effects"
CLEANOMISIN 500 MG 14 FTB,clarithromycin,712,"metabolism, serum concentration, QTc-prolonging activities"
CLENID 160 MCG INHALASYON ICIN OLCULU DOZLU AEROSOL 120 DOZ,ciclesonide,298,"risk or severity of adverse effects, metabolism, serum concentration"
CLENID 80 MCG INHALASYON ICIN OLCULU DOZLU AEROSOL 120 DOZ,ciclesonide,298,"risk or severity of adverse effects, metabolism, serum concentration"
CLEOCIN %2 40 GR VAG KREM,clindamycin,126,"metabolism, serum concentration, neuromuscular blocking activities"
CLEOCIN 150 MG 16 KAP,clindamycin,126,"metabolism, serum concentration, neuromuscular blocking activities"
CLEOCIN-T %1 30 ML TOPIKAL SOL,clindamycin,126,"metabolism, serum concentration, neuromuscular blocking activities"
CLIMARA 3.8 MG/12.5 CM2 4 FLASTER,estradiol,373,"serum concentration, metabolism, thrombogenic activities"
CLIMARA FORT 7.6 MG/25 CM2 4 FLASTER,estradiol,373,"serum concentration, metabolism, thrombogenic activities"
CLIN 150 MG 16 KAP,clindamycin,126,"metabolism, serum concentration, neuromuscular blocking activities"
CLIN 300 MG/2 ML ENJEKSIYONLUK COZELTI (1 AMPUL),clindamycin,126,"metabolism, serum concentration, neuromuscular blocking activities"
CLIN 600 MG/4 ML ENJEKSIYONLUK COZELTI (1 AMPUL),clindamycin,126,"metabolism, serum concentration, neuromuscular blocking activities"
"CLODIFEN %0,1 GOZ DAMLASI, COZELTI (5 ML)",diclofenac,491,"risk or severity of adverse effects, metabolism, serum concentration"
CLODIFEN %5 JEL 45 GR,diclofenac,491,"risk or severity of adverse effects, metabolism, serum concentration"
CLOGAN 75 MG 28 FTB,clopidogrel,321,"metabolism, serum concentration, therapeutic efficacy"
CLONEX 100 MG 50 TB,clozapine,858,"risk or severity of adverse effects, metabolism, serum concentration"
CLONEX 25 MG 50 TB,clozapine,858,"risk or severity of adverse effects, metabolism, serum concentration"
CLOPIXOL 2 MG 50 TB,zuclopenthixol,591,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
CLOPIXOL 20 MG/ML 20 ML DAMLA,zuclopenthixol,591,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
CLOPIXOL ACUPHASE 50 MG/ML 1 AMP,zuclopenthixol,591,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
CLOPIXOL DEPOT 200 MG/ML 1 AMP,zuclopenthixol,591,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
CLOPRA 75 MG 28 FTB,clopidogrel,321,"metabolism, serum concentration, therapeutic efficacy"
"CLOVATE %0,05 50 G KREM",clobetasol,251,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
"CLOVATE %0,05 50 G MERHEM",clobetasol,251,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
"CLOVATE %0,05 COZELTI (25 ML)",clobetasol,251,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
COBALEX 1000 MCG/1 ML IM 5 AMP,cyanocobalamin,2,"therapeutic efficacy, serum concentration"
"CODERMO %0,1 30 ML LOSYON",mometasone,254,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
CODERMO %0.1 30 GR KREM,mometasone,254,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
CODERMO %0.1 30 GR MERHEM,mometasone,254,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
COGITO 10 MG 100 FTB,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
COGITO 10 MG 30 FTB,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
COGITO 20 MG 30 FTB,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
COGITO 20 MG 90 FTB,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
COGITO 5 MG/BASIS 50 G ORAL SOLUSYON,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
COLASTIN-L 10 MG 30 FTB,atorvastatin,384,"risk or severity of adverse effects, serum concentration, metabolism"
COLASTIN-L 10 MG 90 FTB,atorvastatin,384,"risk or severity of adverse effects, serum concentration, metabolism"
COLASTIN-L 20 MG 30 FTB,atorvastatin,384,"risk or severity of adverse effects, serum concentration, metabolism"
COLASTIN-L 20 MG 90 FTB,atorvastatin,384,"risk or severity of adverse effects, serum concentration, metabolism"
COLASTIN-L 40 MG 30 FTB,atorvastatin,384,"risk or severity of adverse effects, serum concentration, metabolism"
COLASTIN-L 80 MG 30 FTB,atorvastatin,384,"risk or severity of adverse effects, serum concentration, metabolism"
"COLCHICUM DISPERT 0,5 MG FILM TB (50 TB)",colchicine,304,"serum concentration, myopathic rhabdomyolysis activities, risk or severity of adverse effects"
COLCIOSPA 4MG/2ML IM ENJ. ICIN COZELTI ICEREN 6 AMP,thiocolchicoside,1,therapeutic efficacy
COLIDUR 200 MG 12 FTB,rifaximin,368,"serum concentration, risk or severity of hypotension, metabolism"
COLIDUR FORT 550 MG FILM KAPLI TABLET (42 TABLET),rifaximin,368,"serum concentration, risk or severity of hypotension, metabolism"
COLIMYCIN 4.500.000 IU IM/IV ENJ. VE INHALASYON ICIN LIYOF TOZ ICEREN FLK,colistin,1,therapeutic efficacy
COLITIM 150 MG IM/IV ENJEKSIYONLUK VE INHALASYONLUK COZELTI HAZIRLAMAK ICIN LIYOFILIZE TOZ VE COZUCU,colistin,1,therapeutic efficacy
COLNAR 10 MG 28 FTB,rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
COLNAR 20 MG 28 FTB,rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
COLNAR 40 MG 28 FTB,rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
COLNAR 5 MG 28 FTB,rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
"COMBO 100 MG FİLM KAPLI TABLET, 4 ADET",sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
CONBİSOPROL 5 MG FILM KAPLI TABLET (30 TABLET) (RIZOPROL 5 MG FILM KAPLI TABLET (30 FILM TABLET)),bisoprolol,568,"hypotensive activities, metabolism, antihypertensive activities"
CONCERTA 18 MG 30 KONT SALIM TB,methylphenidate,310,"antihypertensive activities, risk or severity of adverse effects, metabolism"
CONCERTA 27 MG 30 KONTROLLU SALIM TB,methylphenidate,310,"antihypertensive activities, risk or severity of adverse effects, metabolism"
CONCERTA 36 MG 30 KONT SALIM TB,methylphenidate,310,"antihypertensive activities, risk or severity of adverse effects, metabolism"
CONCERTA 54 MG 30 KONT SALIM TB,methylphenidate,310,"antihypertensive activities, risk or severity of adverse effects, metabolism"
CONCOR 10 MG FILM KAPLI TABLET (30 TABLET),bisoprolol,568,"hypotensive activities, metabolism, antihypertensive activities"
CONCOR 5 MG FILM KAPLI TABLET (30 TABLET),bisoprolol,568,"hypotensive activities, metabolism, antihypertensive activities"
"CONJITEN % 0,025 STERIL GOZ DAMLASI 5 ML",ketotifen,12,"sedative activities, diagnostic agent, therapeutic efficacy"
CONTRAMAL 100 MG 30 RETARD TB,tramadol,545,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
CONTRAMAL 100 MG/2 ML 5 AMP,tramadol,545,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
CONTRAMAL 100 MG/ML10 ML DAMLA,tramadol,545,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
CONTRAMAL 50 MG 20 KAP,tramadol,545,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
CONVULEX 50 MG/ML 100 ML PED SURUP,valproic acid,574,"risk or severity of adverse effects, metabolism, serum concentration"
CORALAN 5 MG 56 FTB,ivabradine,194,"serum concentration, QTc-prolonging activities, bradycardic activities"
CORALAN 7.5 MG 56 FTB,ivabradine,194,"serum concentration, QTc-prolonging activities, bradycardic activities"
CORASPIN 100 MG 30 TB,acetylsalicylic acid,421,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
CORASPIN 300 MG 30 TB,acetylsalicylic acid,421,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
CORBINAL 250 MG 14 TB,terbinafine,397,"metabolism, serum concentration, therapeutic efficacy"
CORDARONE 200 MG 30 TB,amiodarone,1034,"metabolism, serum concentration, therapeutic efficacy"
"COREDEM % 5 SODYUM KLORÜR TEK DOZLUK HİPERTONİK OFTALMİK ÇÖZELTİ, 20 ADET",sodium chloride,1,risk or severity of adverse effects
CORELAR 10 MG/2 ML IV INFUZYONLUK COZELTI (4 AMPUL),ibuprofen,424,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
CORLTO 5 MG TABLET (20 TABLET),prednisolone,365,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
"CORONIS 12,5 MG 28 TB",carvedilol,639,"antihypertensive activities, hypotensive activities, serum concentration"
CORONIS 25 MG 28 TB,carvedilol,639,"antihypertensive activities, hypotensive activities, serum concentration"
"CORONIS 6,25 MG 28 TB",carvedilol,639,"antihypertensive activities, hypotensive activities, serum concentration"
"CORTAIR 0,25 MG/ML NEBULIZASYON ICIN TEK DOZLUK INHALASYON SUSPANSIYONU ICEREN FLAKON (20 FLAKON)",budesonide,305,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
"CORTAIR 0,5 MG/ML NEBULIZASYON ICIN TEK DOZLUK INHALASYON SUSPANSIYONU ICEREN FLAKON (20 FLAKON)",budesonide,305,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
CORTIMYCINE %1 5 GR GOZ POMADI,hydrocortisone,368,"risk or severity of adverse effects, serum concentration, metabolism"
CORTIPOL 20 MG I.M./I.V. ENJEKSIYONLUK/INFUZYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,methylprednisolone,361,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
CORTIPOL 250 MG IV/IM ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,methylprednisolone,361,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
CORTIPOL 40 MG I.M./I.V. ENJEKSIYONLUK/INFUZYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,methylprednisolone,361,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
"CORTİMENT MMX 9 MG UZATILMIŞ SALIMLI TABLET, 30 ADET",budesonide,305,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
COTELLIC 20 MG 63 FTB,cobimetinib,85,"serum concentration, cardiotoxic activities, risk or severity of adverse effects"
COVERSYL 10 MG 30 TB,perindopril,409,"risk or severity of adverse effects, hypotensive activities, serum concentration"
"COVERSYL 2,5 MG 30 FTB",perindopril,409,"risk or severity of adverse effects, hypotensive activities, serum concentration"
COVERSYL 5 MG 30 TB,perindopril,409,"risk or severity of adverse effects, hypotensive activities, serum concentration"
COZAAR 100 MG 28 FTB,losartan,630,"metabolism, risk or severity of adverse effects, hypotensive activities"
COZAAR 50 MG 28 FTB,losartan,630,"metabolism, risk or severity of adverse effects, hypotensive activities"
"COZYMEL 3 MG TABLET, 30 TABLET",melatonin,365,"risk or severity of adverse effects, metabolism, central nervous system depressant (CNS depressant) activities"
"COZYMEL 3 MG TABLET, 60 TABLET",melatonin,365,"risk or severity of adverse effects, metabolism, central nervous system depressant (CNS depressant) activities"
CRALIUM 200 MG TABLET (30 TABLET),modafinil,256,"metabolism, serum concentration, risk or severity of adverse effects"
CREBROS 5 MG 20 FTB,levocetirizine,363,"risk or severity of adverse effects, metabolism, serum concentration"
CREBROS 5 MG 40 FTB,levocetirizine,363,"risk or severity of adverse effects, metabolism, serum concentration"
CRESTOR 10 MG 28 FTB,rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
CRESTOR 20 MG 28 FTB,rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
CUTIVATE %0.005 30 GR POMAD,fluticasone,251,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
CYCLADOL 20 MG 10 TB,piroxicam,405,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
"CYMBALTA 30 MG GASTRO-REZİSTAN SERT KAPSÜL, 28 ADET",duloxetine,740,"risk or severity of adverse effects, metabolism, orthostatic hypotensive activities"
"CYMBALTA 60 MG GASTRO-REZİSTAN SERT KAPSÜL, 28 ADET",duloxetine,740,"risk or severity of adverse effects, metabolism, orthostatic hypotensive activities"
CYNACAL 30 MG 28 FILM TABLET,cinacalcet,309,"metabolism, serum concentration, serum concentration of active metabolites"
CYNACAL 60 MG 28 FILM TABLET,cinacalcet,309,"metabolism, serum concentration, serum concentration of active metabolites"
CYNACAL 90 MG 28 FTB,cinacalcet,309,"metabolism, serum concentration, serum concentration of active metabolites"
CYTOTEC 200 MCG 28 TB,misoprostol,100,"therapeutic efficacy, risk or severity of adverse effects"
CYTU 1000 MG 10 ML ENJ COZ ICEREN 1 FLK,cytarabine,104,"metabolism, serum concentration, risk or severity of adverse effects"
DACOGEN 50 MG ENJ SOL ICIN TOZ 10 ML 1 FLK,decitabine,11,"cardiotoxic activities, risk or severity of adverse effects, risk or severity of myelosuppression"
DAFANIB 100 MG FILM KAPLI TABLET (30 TABLET),dasatinib,666,"serum concentration, anticoagulant activities, absorption"
DAFANIB 50 MG FILM KAPLI TABLET (60 TABLET),dasatinib,666,"serum concentration, anticoagulant activities, absorption"
DAFANIB 70 MG FILM KAPLI TABLET (60 TABLET),dasatinib,666,"serum concentration, anticoagulant activities, absorption"
DAKARBAZ 100 MG IV/IA INF ICIN LIYO TOZ ICEREN 10 FLK,dacarbazine,46,"metabolism, serum concentration, risk or severity of adverse effects"
DAKARBAZ 200 MG IV/IA INF ICIN LIYO TOZ ICEREN 10 FLK,dacarbazine,46,"metabolism, serum concentration, risk or severity of adverse effects"
"DALMAN AQ 50 MCG/100 MG NAZAL SPREY, SUSPANSIYON",fluticasone,251,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
DANASIN 100 MG 100 KAP,danazol,122,"fluid retaining activities, therapeutic efficacy, risk or severity of adverse effects"
DANASIN 200 MG 100 KAP,danazol,122,"fluid retaining activities, therapeutic efficacy, risk or severity of adverse effects"
DANASIN 50 MG 100 KAP,danazol,122,"fluid retaining activities, therapeutic efficacy, risk or severity of adverse effects"
DANIPTA 10 MG FILM KAPLI TABLET (28 ADET),dapagliflozin,377,"risk or severity of adverse effects, metabolism, hypoglycemic activities"
DAPADAP 10 MG FILM KAPLI TABLET (28 TABLET),dapagliflozin,377,"risk or severity of adverse effects, metabolism, hypoglycemic activities"
DAPGEON 10 MG FILM KAPLI TABLET (28 TB),dapagliflozin,377,"risk or severity of adverse effects, metabolism, hypoglycemic activities"
DAPITUS 10 MG FILM KAPLI TABLET (28 TABLET),dapagliflozin,377,"risk or severity of adverse effects, metabolism, hypoglycemic activities"
DAPLIG 10 MG FILM KAPLI TABLET (28 TABLET),dapagliflozin,377,"risk or severity of adverse effects, metabolism, hypoglycemic activities"
DARABIN 50 MG/ML IV ENJ./INF. ICIN LIYOFILIZE TOZ ICEREN 5 FLK,fludarabine,19,"risk or severity of adverse effects, cardiotoxic activities, immunosuppressive activities"
DAROB 80 MG 50 TB,sotalol,537,"risk or severity of adverse effects, QTc-prolonging activities, antihypertensive activities"
"DARZOX SR 1,5 MG UZATILMIS SALIMLI TABLET",indapamide,647,"hypotensive activities, therapeutic efficacy, risk or severity of adverse effects"
DASIKAM 100 MG FILM KAPLI TABLET (30 TABLET),dasatinib,666,"serum concentration, anticoagulant activities, absorption"
DASIKAM 20 MG FILM KAPLI TABLET (60 TABLET),dasatinib,666,"serum concentration, anticoagulant activities, absorption"
DASIKAM 50 MG FILM KAPLI TABLET (60 TABLET),dasatinib,666,"serum concentration, anticoagulant activities, absorption"
DASIKAM 70 MG FILM KAPLI TABLET (60 TABLET),dasatinib,666,"serum concentration, anticoagulant activities, absorption"
DAUNOSIN 20 MG I.V. ENJEKSIYON ICIN LIYOFILIZE TOZ,daunorubicin,161,"metabolism, serum concentration, risk or severity of adverse effects"
DEBRIDAT 100 MG 40 TB,trimebutine,132,"risk or severity of hypotension, therapeutic efficacy, metabolism"
DEBRIDAT FORT 200 MG 20 TB,trimebutine,132,"risk or severity of hypotension, therapeutic efficacy, metabolism"
DEBRIDAT FORT 200 MG 40 TB,trimebutine,132,"risk or severity of hypotension, therapeutic efficacy, metabolism"
DEFEJACT 500 MG DAGILABILIR TABLET (28 TABLET),deferasirox,714,"serum concentration, risk or severity of adverse effects, absorption"
DEFIRINAL 500 MG DAGILABILIR TABLET (28 TABLET),deferasirox,714,"serum concentration, risk or severity of adverse effects, absorption"
DEGASTROL 15 MG 28 MIKROPELLET KAP,lansoprazole,218,"metabolism, serum concentration, risk or severity of adverse effects"
DEGASTROL 30 MG 14 MIKROPELLET KAP,lansoprazole,218,"metabolism, serum concentration, risk or severity of adverse effects"
DEGASTROL 30 MG 28 MIKROPELLET KAP,lansoprazole,218,"metabolism, serum concentration, risk or severity of adverse effects"
"DEGRA 100 MG FILM KAPLI TABLET, 4 ADET",sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
"DEGRA 50 MG FILM KAPLI TABLET, 4 ADET",sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
DEKLARIT 500 MG 14 FTB,clarithromycin,712,"metabolism, serum concentration, QTc-prolonging activities"
DEKORT %0.1 5 ML GOZ KULAK DAMLASI,dexamethasone,389,"risk or severity of adverse effects, serum concentration, metabolism"
DEKORT 0.5 MG 20 TB,dexamethasone,389,"risk or severity of adverse effects, serum concentration, metabolism"
DEKORT 0.75 MG 20 TB,dexamethasone,389,"risk or severity of adverse effects, serum concentration, metabolism"
DEKORT 4 MG 20 TABLET,dexamethasone,389,"risk or severity of adverse effects, serum concentration, metabolism"
DEKORT 4 MG/ML 2 ML 1 AMP (DEVA),dexamethasone,389,"risk or severity of adverse effects, serum concentration, metabolism"
DEKORT 8 MG 20 TABLET,dexamethasone,389,"risk or severity of adverse effects, serum concentration, metabolism"
DEKSAMET 8 MG/2 ML 1 AMP (BIOSEL),dexamethasone,389,"risk or severity of adverse effects, serum concentration, metabolism"
DEKSOLEX 25 MG FILM KAPLI TABLET (20 TABLET),dexketoprofen,217,"risk or severity of adverse effects, thrombogenic activities, antiplatelet activities"
DEKSTOMID 200 MCG / 2 ML I.V. KONSANTRE INF COZ ICEREN 5 FLK,dexmedetomidine,462,"risk or severity of adverse effects, atrioventricular blocking (AV block) activities, central nervous system depressant (CNS depressant) activities"
DELIX 2.5 MG 28 TB,ramipril,394,"risk or severity of adverse effects, hypotensive activities, serum concentration"
DELIX 5 MG 28 TB,ramipril,394,"risk or severity of adverse effects, hypotensive activities, serum concentration"
DELIX PROTECT 10 MG 28 TB,ramipril,394,"risk or severity of adverse effects, hypotensive activities, serum concentration"
"DELODAY 0,5 MG/ML 150 ML SURUP",desloratadine,392,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
DELODAY 5 MG 20 FTB,desloratadine,392,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
DELTACORTRIL 5 MG 20 TB,prednisolone,365,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
DEMAX 10 MG 100 FTB,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
DEMAX 10 MG 30 FTB,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
DEMAX 20 MG 28 FTB,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
DEMAX EASYTAB 10 MG 100 AGIZDA DAGILAN TB,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
DEMAX EASYTAB 10 MG 30 AGIZDA DAGILAN TB,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
DEMAX TEDAVI BASLANGIC PAKETI 28 TABLET,memantine,182,"risk or severity of adverse effects, therapeutic efficacy, bradycardic activities"
DEMENT 10 MG 28 FTB,donepezil,314,"metabolism, risk or severity of adverse effects, bradycardic activities"
DEMENT 5 MG 14 TB,donepezil,314,"metabolism, risk or severity of adverse effects, bradycardic activities"
DEMENT 5 MG 28 FTB,donepezil,314,"metabolism, risk or severity of adverse effects, bradycardic activities"
DEMEPRAZOL 20 MG 14 KAP,omeprazole,421,"metabolism, serum concentration, risk or severity of adverse effects"
"DEMOXIF %0,5 STERIL OFTALMIK COZ 5 ML",moxifloxacin,371,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
DEPAKIN 200 MG/ML 40 ML SOL,valproic acid,574,"risk or severity of adverse effects, metabolism, serum concentration"
DEPAKIN CHRONO BT 500 MG 30 FTB,valproic acid,574,"risk or severity of adverse effects, metabolism, serum concentration"
DEPAKIN SURUP 150 ML,valproic acid,574,"risk or severity of adverse effects, metabolism, serum concentration"
DEPALEX XR 300 MG UZUN ETKILI 30 FILM TABLET,valproic acid,574,"risk or severity of adverse effects, metabolism, serum concentration"
DEPALEX XR 500 MG UZUN ETKILI 30 FTB,valproic acid,574,"risk or severity of adverse effects, metabolism, serum concentration"
DEPARTON 20 MG FILM KAPLI TABLET (60 ADET),tadalafil,285,"antihypertensive activities, serum concentration, hypotensive activities"
DEPO-MEDROL 40 MG/ML 1 ML 1FLK,methylprednisolone,361,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
DEPREKS 20 MG 24 KAP,fluoxetine,794,"metabolism, risk or severity of adverse effects, serum concentration"
DERMABEL %0.05 30 GR DERI KREMI,betamethasone,313,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
DERMABEL %0.05 30 GR DERI MERHEMI,betamethasone,313,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
DERMACUTAN %0.1 JEL (30 GR),dimetindene,12,"sedative activities, diagnostic agent, therapeutic efficacy"
DERMATOP 2.5 MG/GR 30 GR KREM,prednicarbate,251,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
