drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00333,DB06207,Methadone,Silodosin,serum concentration
DB00333,DB01030,Methadone,Topotecan,serum concentration
DB00333,DB01167,Methadone,Itraconazole,serum concentration
DB00333,DB01601,Methadone,Lopinavir,QTc-prolonging activities
DB00333,DB01263,Methadone,Posaconazole,QTc-prolonging activities
DB00333,DB08864,Methadone,Rilpivirine,serum concentration
DB00333,DB01224,Methadone,Quetiapine,QTc-prolonging activities
DB00333,DB00468,Methadone,Quinine,QTc-prolonging activities
DB00333,DB00489,Methadone,Sotalol,QTc-prolonging activities
DB00333,DB00539,Methadone,Toremifene,QTc-prolonging activities
DB00333,DB00604,Methadone,Cisapride,QTc-prolonging activities
DB00333,DB00875,Methadone,Flupentixol,QTc-prolonging activities
DB00333,DB00908,Methadone,Quinidine,QTc-prolonging activities
DB00333,DB01035,Methadone,Procainamide,QTc-prolonging activities
DB00333,DB01100,Methadone,Pimozide,QTc-prolonging activities
DB00333,DB01118,Methadone,Amiodarone,QTc-prolonging activities
DB00333,DB01169,Methadone,Arsenic trioxide,QTc-prolonging activities
DB00333,DB01184,Methadone,Domperidone,QTc-prolonging activities
DB00333,DB01267,Methadone,Paliperidone,QTc-prolonging activities
DB00333,DB01624,Methadone,Zuclopenthixol,QTc-prolonging activities
DB00333,DB04844,Methadone,Tetrabenazine,QTc-prolonging activities
DB00333,DB04855,Methadone,Dronedarone,QTc-prolonging activities
DB00333,DB04868,Methadone,Nilotinib,QTc-prolonging activities
DB00333,DB04946,Methadone,Iloperidone,QTc-prolonging activities
DB00333,DB05294,Methadone,Vandetanib,QTc-prolonging activities
DB00333,DB06216,Methadone,Asenapine,QTc-prolonging activities
DB00333,DB06697,Methadone,Artemether,QTc-prolonging activities
DB00333,DB06708,Methadone,Lumefantrine,QTc-prolonging activities
DB00333,DB09053,Methadone,Ibrutinib,serum concentration
DB00333,DB00611,Methadone,Butorphanol,analgesic activities
DB00333,DB00652,Methadone,Pentazocine,analgesic activities
DB00333,DB00844,Methadone,Nalbuphine,analgesic activities
DB00333,DB13074,Methadone,Macimorelin,QTc-prolonging activities
DB00333,DB06212,Methadone,Tolvaptan,serum concentration
DB00333,DB00834,Methadone,Mifepristone,QTc-prolonging activities
DB00333,DB02703,Methadone,Fusidic Acid,serum concentration
DB00333,DB09195,Methadone,Lorpiprazole,serum concentration
DB00333,DB00898,Methadone,Ethanol,central nervous system depressant (CNS depressant) activities
DB00333,DB00972,Methadone,Azelastine,central nervous system depressant (CNS depressant) activities
DB00333,DB06616,Methadone,Bosutinib,serum concentration
DB00333,DB00872,Methadone,Conivaptan,serum concentration
DB00333,DB09272,Methadone,Eluxadoline,constipating activities
DB00333,DB00450,Methadone,Droperidol,central nervous system depressant (CNS depressant) activities
DB00333,DB00956,Methadone,Hydrocodone,central nervous system depressant (CNS depressant) activities
DB00333,DB09039,Methadone,Eliglustat,serum concentration
DB00333,DB11642,Methadone,Pitolisant,serum concentration
DB00333,DB09075,Methadone,Edoxaban,serum concentration
DB00333,DB01403,Methadone,Methotrimeprazine,central nervous system depressant (CNS depressant) activities
DB00333,DB00675,Methadone,Tamoxifen,serum concentration
DB00333,DB01173,Methadone,Orphenadrine,central nervous system depressant (CNS depressant) activities
DB00333,DB09117,Methadone,Paraldehyde,central nervous system depressant (CNS depressant) activities
DB00333,DB00997,Methadone,Doxorubicin,serum concentration
DB00333,DB08883,Methadone,Perampanel,central nervous system depressant (CNS depressant) activities
DB00333,DB09072,Methadone,Sodium oxybate,central nervous system depressant (CNS depressant) activities
DB00333,DB08912,Methadone,Dabrafenib,serum concentration
DB00333,DB09034,Methadone,Suvorexant,central nervous system depressant (CNS depressant) activities
DB00333,DB11633,Methadone,Isavuconazole,serum concentration
DB00333,DB06204,Methadone,Tapentadol,central nervous system depressant (CNS depressant) activities
DB00333,DB00834,Methadone,Mifepristone,serum concentration
DB00333,DB00425,Methadone,Zolpidem,central nervous system depressant (CNS depressant) activities
DB00333,DB00648,Methadone,Mitotane,serum concentration
DB00333,DB11586,Methadone,Asunaprevir,serum concentration
DB00333,DB05812,Methadone,Abiraterone,serum concentration
DB00333,DB06274,Methadone,Alvimopan,risk or severity of adverse effects
DB00333,DB00704,Methadone,Naltrexone,therapeutic efficacy
DB00333,DB09118,Methadone,Stiripentol,serum concentration
DB00333,DB01238,Methadone,Aripiprazole,central nervous system depressant (CNS depressant) activities
DB00333,DB00564,Methadone,Carbamazepine,metabolism
DB00333,DB00900,Methadone,Didanosine,serum concentration
DB00333,DB00705,Methadone,Delavirdine,metabolism
DB00333,DB00625,Methadone,Efavirenz,metabolism
DB00333,DB01071,Methadone,Mequitazine,arrhythmogenic activities
DB00333,DB01232,Methadone,Saquinavir,QTc-prolonging activities
DB00333,DB00582,Methadone,Voriconazole,serum concentration
DB00333,DB00363,Methadone,Clozapine,QTc-prolonging activities
DB00333,DB00420,Methadone,Promazine,QTc-prolonging activities
DB00333,DB00477,Methadone,Chlorpromazine,QTc-prolonging activities
DB00333,DB00502,Methadone,Haloperidol,QTc-prolonging activities
DB00333,DB00537,Methadone,Ciprofloxacin,QTc-prolonging activities
DB00333,DB00556,Methadone,Perflutren,QTc-prolonging activities
DB00333,DB00608,Methadone,Chloroquine,QTc-prolonging activities
DB00333,DB00738,Methadone,Pentamidine,QTc-prolonging activities
DB00333,DB00743,Methadone,Gadobenic acid,QTc-prolonging activities
DB00333,DB00757,Methadone,Dolasetron,QTc-prolonging activities
DB00333,DB00889,Methadone,Granisetron,QTc-prolonging activities
DB00333,DB00904,Methadone,Ondansetron,QTc-prolonging activities
DB00333,DB01087,Methadone,Primaquine,QTc-prolonging activities
DB00333,DB01137,Methadone,Levofloxacin,QTc-prolonging activities
DB00333,DB01155,Methadone,Gemifloxacin,QTc-prolonging activities
DB00333,DB01165,Methadone,Ofloxacin,QTc-prolonging activities
DB00333,DB01195,Methadone,Flecainide,QTc-prolonging activities
DB00333,DB06402,Methadone,Telavancin,QTc-prolonging activities
DB00333,DB08865,Methadone,Crizotinib,QTc-prolonging activities
DB00333,DB08903,Methadone,Bedaquiline,QTc-prolonging activities
DB00333,DB09078,Methadone,Lenvatinib,QTc-prolonging activities
DB00333,DB00976,Methadone,Telithromycin,metabolism
DB00333,DB01072,Methadone,Atazanavir,metabolism
DB00333,DB01211,Methadone,Clarithromycin,metabolism
DB00333,DB09054,Methadone,Idelalisib,metabolism
DB00333,DB11672,Methadone,Curcumin,metabolism
DB00333,DB00615,Methadone,Rifabutin,serum concentration
DB00333,DB01045,Methadone,Rifampicin,serum concentration
DB00333,DB01201,Methadone,Rifapentine,serum concentration
DB00333,DB01220,Methadone,Rifaximin,serum concentration
DB00333,DB00379,Methadone,Mexiletine,metabolism
DB00333,DB06595,Methadone,Midostaurin,metabolism
DB00333,DB09167,Methadone,Dosulepin,metabolism
DB00333,DB00446,Methadone,Chloramphenicol,metabolism
DB00333,DB01241,Methadone,Gemfibrozil,metabolism
DB00333,DB01012,Methadone,Cinacalcet,metabolism
DB00333,DB00857,Methadone,Terbinafine,metabolism
DB00333,DB01156,Methadone,Bupropion,metabolism
DB00333,DB00907,Methadone,Cocaine,metabolism
DB00333,DB00656,Methadone,Trazodone,risk or severity of adverse effects
DB00333,DB06684,Methadone,Vilazodone,risk or severity of adverse effects
DB00333,DB09068,Methadone,Vortioxetine,risk or severity of adverse effects
DB00333,DB00344,Methadone,Protriptyline,risk or severity of adverse effects
DB00333,DB00454,Methadone,Pethidine,risk or severity of adverse effects
DB00333,DB00458,Methadone,Imipramine,risk or severity of adverse effects
DB00333,DB00490,Methadone,Buspirone,risk or severity of adverse effects
DB00333,DB00514,Methadone,Dextromethorphan,risk or severity of adverse effects
DB00333,DB00540,Methadone,Nortriptyline,risk or severity of adverse effects
DB00333,DB00543,Methadone,Amoxapine,risk or severity of adverse effects
DB00333,DB00601,Methadone,Linezolid,risk or severity of adverse effects
DB00333,DB00669,Methadone,Sumatriptan,risk or severity of adverse effects
DB00333,DB00726,Methadone,Trimipramine,risk or severity of adverse effects
DB00333,DB00813,Methadone,Fentanyl,risk or severity of adverse effects
DB00333,DB00918,Methadone,Almotriptan,risk or severity of adverse effects
DB00333,DB00924,Methadone,Cyclobenzaprine,risk or severity of adverse effects
DB00333,DB00934,Methadone,Maprotiline,risk or severity of adverse effects
DB00333,DB00952,Methadone,Naratriptan,risk or severity of adverse effects
DB00333,DB00953,Methadone,Rizatriptan,risk or severity of adverse effects
DB00333,DB00998,Methadone,Frovatriptan,risk or severity of adverse effects
DB00333,DB01069,Methadone,Promethazine,risk or severity of adverse effects
DB00333,DB01142,Methadone,Doxepin,risk or severity of adverse effects
DB00333,DB01151,Methadone,Desipramine,risk or severity of adverse effects
DB00333,DB01242,Methadone,Clomipramine,risk or severity of adverse effects
DB00333,DB04871,Methadone,Lorcaserin,risk or severity of adverse effects
DB00333,DB00555,Methadone,Lamotrigine,risk or severity of adverse effects
DB00333,DB08899,Methadone,Enzalutamide,serum concentration
DB00333,DB06290,Methadone,Simeprevir,serum concentration
DB00333,DB00418,Methadone,Secobarbital,metabolism
DB00333,DB00622,Methadone,Nicardipine,metabolism
DB00333,DB01124,Methadone,Tolbutamide,metabolism
DB00333,DB00359,Methadone,Sulfadiazine,metabolism
DB00333,DB01101,Methadone,Capecitabine,metabolism
DB00333,DB00544,Methadone,Fluorouracil,metabolism
DB00333,DB14033,Methadone,Acetyl sulfisoxazole,metabolism
DB00333,DB09083,Methadone,Ivabradine,QTc-prolonging activities
DB00333,DB00752,Methadone,Tranylcypromine,risk or severity of adverse effects
DB00333,DB00780,Methadone,Phenelzine,risk or severity of adverse effects
DB00333,DB01037,Methadone,Selegiline,risk or severity of adverse effects
DB00333,DB01171,Methadone,Moclobemide,risk or severity of adverse effects
DB00333,DB01247,Methadone,Isocarboxazid,risk or severity of adverse effects
DB00333,DB01367,Methadone,Rasagiline,risk or severity of adverse effects
DB00333,DB01626,Methadone,Pargyline,risk or severity of adverse effects
DB00333,DB00805,Methadone,Minaprine,risk or severity of adverse effects
DB00333,DB09244,Methadone,Pirlindole,risk or severity of adverse effects
DB00333,DB09245,Methadone,Toloxatone,risk or severity of adverse effects
DB00333,DB09241,Methadone,Methylene blue,risk or severity of adverse effects
DB00333,DB00614,Methadone,Furazolidone,risk or severity of adverse effects
DB00333,DB01168,Methadone,Procarbazine,risk or severity of adverse effects
DB00333,DB01590,Methadone,Everolimus,serum concentration
DB00333,DB00476,Methadone,Duloxetine,metabolism
DB00333,DB01149,Methadone,Nefazodone,metabolism
DB00333,DB06700,Methadone,Desvenlafaxine,metabolism
DB00333,DB04896,Methadone,Milnacipran,metabolism
DB00333,DB08918,Methadone,Levomilnacipran,metabolism
DB00333,DB00472,Methadone,Fluoxetine,metabolism
DB00333,DB00715,Methadone,Paroxetine,metabolism
DB00333,DB01104,Methadone,Sertraline,metabolism
DB00333,DB01175,Methadone,Escitalopram,metabolism
DB00333,DB06603,Methadone,Panobinostat,serum concentration
DB00333,DB08916,Methadone,Afatinib,serum concentration
DB00333,DB11901,Methadone,Apalutamide,serum concentration
DB00333,DB01394,Methadone,Colchicine,serum concentration
DB00333,DB06695,Methadone,Dabigatran etexilate,serum concentration of active metabolites
DB00333,DB00921,Methadone,Buprenorphine,central nervous system depressant (CNS depressant) activities
DB00333,DB01609,Methadone,Deferasirox,serum concentration
DB00333,DB00557,Methadone,Hydroxyzine,central nervous system depressant (CNS depressant) activities
DB00333,DB06702,Methadone,Fesoterodine,serum concentration of active metabolites
DB00333,DB00653,Methadone,Magnesium sulfate,therapeutic efficacy
DB00333,DB00765,Methadone,Metyrosine,sedative activities
DB00333,DB04861,Methadone,Nebivolol,serum concentration
DB00333,DB01017,Methadone,Minocycline,central nervous system depressant (CNS depressant) activities
DB00333,DB00370,Methadone,Mirtazapine,central nervous system depressant (CNS depressant) activities
DB00333,DB01182,Methadone,Propafenone,serum concentration
DB00333,DB00357,Methadone,Aminoglutethimide,serum concentration
DB00333,DB00990,Methadone,Exemestane,serum concentration
DB00333,DB01006,Methadone,Letrozole,serum concentration
DB00333,DB01217,Methadone,Anastrozole,serum concentration
DB00333,DB08905,Methadone,Formestane,serum concentration
DB00333,DB00486,Methadone,Nabilone,central nervous system depressant (CNS depressant) activities
DB00333,DB09280,Methadone,Lumacaftor,serum concentration
DB00333,DB00413,Methadone,Pramipexole,sedative activities
DB00333,DB06717,Methadone,Fosaprepitant,serum concentration
DB00333,DB05271,Methadone,Rotigotine,sedative activities
DB00333,DB06201,Methadone,Rufinamide,risk or severity of adverse effects
DB00333,DB08820,Methadone,Ivacaftor,serum concentration
DB00333,DB09027,Methadone,Ledipasvir,serum concentration
DB00333,DB08933,Methadone,Luliconazole,serum concentration
DB00333,DB09049,Methadone,Naloxegol,serum concentration
DB00333,DB09048,Methadone,Netupitant,serum concentration
DB00333,DB00384,Methadone,Triamterene,risk or severity of adverse effects
DB00333,DB00421,Methadone,Spironolactone,risk or severity of adverse effects
DB00333,DB00594,Methadone,Amiloride,risk or severity of adverse effects
DB00333,DB00700,Methadone,Eplerenone,risk or severity of adverse effects
DB00333,DB00903,Methadone,Etacrynic acid,risk or severity of adverse effects
DB00333,DB01325,Methadone,Quinethazone,risk or severity of adverse effects
DB00333,DB02925,Methadone,Piretanide,risk or severity of adverse effects
DB00333,DB09015,Methadone,Canrenoic acid,risk or severity of adverse effects
DB00333,DB13532,Methadone,Cyclopenthiazide,risk or severity of adverse effects
DB00333,DB00606,Methadone,Cyclothiazide,risk or severity of adverse effects
DB00333,DB00695,Methadone,Furosemide,risk or severity of adverse effects
DB00333,DB00808,Methadone,Indapamide,risk or severity of adverse effects
DB00333,DB00887,Methadone,Bumetanide,risk or severity of adverse effects
DB00333,DB00999,Methadone,Hydrochlorothiazide,risk or severity of adverse effects
DB00333,DB01021,Methadone,Trichlormethiazide,risk or severity of adverse effects
DB00333,DB00436,Methadone,Bendroflumethiazide,risk or severity of adverse effects
DB00333,DB00524,Methadone,Metolazone,risk or severity of adverse effects
DB00333,DB00703,Methadone,Methazolamide,risk or severity of adverse effects
DB00333,DB00742,Methadone,Mannitol,risk or severity of adverse effects
DB00333,DB00774,Methadone,Hydroflumethiazide,risk or severity of adverse effects
DB00333,DB00819,Methadone,Acetazolamide,risk or severity of adverse effects
DB00333,DB00880,Methadone,Chlorothiazide,risk or severity of adverse effects
DB00333,DB01324,Methadone,Polythiazide,risk or severity of adverse effects
DB00333,DB01395,Methadone,Drospirenone,risk or severity of adverse effects
DB00333,DB09125,Methadone,Potassium Citrate,risk or severity of adverse effects
DB00333,DB09235,Methadone,Efonidipine,risk or severity of adverse effects
DB00333,DB09401,Methadone,Isosorbide,risk or severity of adverse effects
DB00333,DB01345,Methadone,Potassium,risk or severity of adverse effects
DB00333,DB01412,Methadone,Theobromine,risk or severity of adverse effects
DB00333,DB09338,Methadone,Mersalyl,risk or severity of adverse effects
DB00333,DB14018,Methadone,Bromotheophylline,risk or severity of adverse effects
DB00333,DB09073,Methadone,Palbociclib,serum concentration
DB00333,DB06480,Methadone,Prucalopride,serum concentration
DB00333,DB09042,Methadone,Tedizolid Phosphate,serotonergic activities
DB00333,DB00470,Methadone,Dronabinol,central nervous system depressant (CNS depressant) activities
DB00333,DB09063,Methadone,Ceritinib,serum concentration
DB00333,DB06767,Methadone,Ammonium chloride,excretion rate
DB00333,DB01233,Methadone,Metoclopramide,risk or severity of adverse effects
DB00333,DB04948,Methadone,Lofexidine,therapeutic efficacy
DB00333,DB01048,Methadone,Abacavir,therapeutic efficacy
DB00333,DB08873,Methadone,Boceprevir,serum concentration
DB00333,DB09065,Methadone,Cobicistat,serum concentration
DB00333,DB01264,Methadone,Darunavir,serum concentration
DB00333,DB06414,Methadone,Etravirine,serum concentration
DB00333,DB01319,Methadone,Fosamprenavir,serum concentration
DB00333,DB01320,Methadone,Fosphenytoin,serum concentration
DB00333,DB01046,Methadone,Lubiprostone,therapeutic efficacy
DB00333,DB01174,Methadone,Phenobarbital,serum concentration
DB00333,DB00794,Methadone,Primidone,serum concentration
DB00333,DB00503,Methadone,Ritonavir,serum concentration
DB00333,DB05521,Methadone,Telaprevir,serum concentration
DB00333,DB00932,Methadone,Tipranavir,serum concentration
DB00333,DB00495,Methadone,Zidovudine,serum concentration
DB00333,DB00346,Methadone,Alfuzosin,QTc-prolonging activities
DB00333,DB00358,Methadone,Mefloquine,QTc-prolonging activities
DB00333,DB00374,Methadone,Treprostinil,QTc-prolonging activities
DB00333,DB00529,Methadone,Foscarnet,QTc-prolonging activities
DB00333,DB00691,Methadone,Moexipril,QTc-prolonging activities
DB00333,DB00697,Methadone,Tizanidine,QTc-prolonging activities
DB00333,DB00710,Methadone,Ibandronate,QTc-prolonging activities
DB00333,DB00714,Methadone,Apomorphine,QTc-prolonging activities
DB00333,DB00862,Methadone,Vardenafil,QTc-prolonging activities
DB00333,DB00871,Methadone,Terbutaline,QTc-prolonging activities
DB00333,DB00915,Methadone,Amantadine,QTc-prolonging activities
DB00333,DB00916,Methadone,Metronidazole,QTc-prolonging activities
DB00333,DB00927,Methadone,Famotidine,QTc-prolonging activities
DB00333,DB00938,Methadone,Salmeterol,QTc-prolonging activities
DB00333,DB00949,Methadone,Felbamate,QTc-prolonging activities
DB00333,DB01001,Methadone,Salbutamol,QTc-prolonging activities
DB00333,DB01059,Methadone,Norfloxacin,QTc-prolonging activities
DB00333,DB01268,Methadone,Sunitinib,QTc-prolonging activities
DB00333,DB02546,Methadone,Vorinostat,QTc-prolonging activities
DB00333,DB04953,Methadone,Ezogabine,QTc-prolonging activities
DB00333,DB05039,Methadone,Indacaterol,QTc-prolonging activities
DB00333,DB06663,Methadone,Pasireotide,QTc-prolonging activities
DB00333,DB06699,Methadone,Degarelix,QTc-prolonging activities
DB00333,DB06788,Methadone,Histrelin,QTc-prolonging activities
DB00333,DB06825,Methadone,Triptorelin,QTc-prolonging activities
DB00333,DB08871,Methadone,Eribulin,QTc-prolonging activities
DB00333,DB09080,Methadone,Olodaterol,QTc-prolonging activities
DB00333,DB09082,Methadone,Vilanterol,QTc-prolonging activities
DB00333,DB09330,Methadone,Osimertinib,serum concentration
DB00333,DB00559,Methadone,Bosentan,serum concentration
DB00333,DB00343,Methadone,Diltiazem,metabolism
DB00333,DB00619,Methadone,Imatinib,metabolism
DB00333,DB00661,Methadone,Verapamil,metabolism
DB00333,DB09074,Methadone,Olaparib,metabolism
DB00333,DB06636,Methadone,Isavuconazonium,metabolism
DB00333,DB06335,Methadone,Saxagliptin,serum concentration
DB00333,DB11699,Methadone,Tropisetron,serotonergic activities
DB00333,DB00969,Methadone,Alosetron,serotonergic activities
DB00333,DB09120,Methadone,Zucapsaicin,metabolism
DB00333,DB09198,Methadone,Lobeglitazone,metabolism
DB00333,DB00496,Methadone,Darifenacin,metabolism
DB00333,DB01075,Methadone,Diphenhydramine,metabolism
DB00333,DB00482,Methadone,Celecoxib,metabolism
DB00333,DB00501,Methadone,Cimetidine,metabolism
DB00333,DB00373,Methadone,Timolol,metabolism
DB00333,DB00433,Methadone,Prochlorperazine,metabolism
DB00333,DB00497,Methadone,Oxycodone,metabolism
DB00333,DB00521,Methadone,Carteolol,metabolism
DB00333,DB00575,Methadone,Clonidine,metabolism
DB00333,DB00612,Methadone,Bisoprolol,metabolism
DB00333,DB00623,Methadone,Fluphenazine,metabolism
DB00333,DB00674,Methadone,Galantamine,metabolism
DB00333,DB00734,Methadone,Risperidone,metabolism
DB00333,DB00843,Methadone,Donepezil,metabolism
DB00333,DB00850,Methadone,Perphenazine,metabolism
DB00333,DB00863,Methadone,Ranitidine,metabolism
DB00333,DB00866,Methadone,Alprenolol,metabolism
DB00333,DB00914,Methadone,Phenformin,metabolism
DB00333,DB00960,Methadone,Pindolol,metabolism
DB00333,DB00983,Methadone,Formoterol,metabolism
DB00333,DB01036,Methadone,Tolterodine,metabolism
DB00333,DB01074,Methadone,Perhexiline,metabolism
DB00333,DB01114,Methadone,Chlorphenamine,metabolism
DB00333,DB01136,Methadone,Carvedilol,metabolism
DB00333,DB01197,Methadone,Captopril,metabolism
DB00333,DB01228,Methadone,Encainide,metabolism
DB00333,DB01274,Methadone,Arformoterol,metabolism
DB00333,DB01466,Methadone,Ethylmorphine,metabolism
DB00333,DB01409,Methadone,Tiotropium,metabolism
DB00333,DB04840,Methadone,Debrisoquin,metabolism
DB00333,DB00342,Methadone,Terfenadine,metabolism
DB00333,DB00356,Methadone,Chlorzoxazone,metabolism
DB00333,DB00455,Methadone,Loratadine,metabolism
DB00333,DB00532,Methadone,Mephenytoin,metabolism
DB00333,DB00933,Methadone,Mesoridazine,metabolism
DB00333,DB01115,Methadone,Nifedipine,metabolism
DB00333,DB01191,Methadone,Dexfenfluramine,metabolism
DB00333,DB01192,Methadone,Oxymorphone,metabolism
DB00333,DB01218,Methadone,Halofantrine,metabolism
DB00333,DB01551,Methadone,Dihydrocodeine,metabolism
DB00333,DB00377,Methadone,Palonosetron,metabolism
DB00333,DB06144,Methadone,Sertindole,metabolism
DB00333,DB06148,Methadone,Mianserin,metabolism
DB00333,DB01576,Methadone,Dextroamphetamine,metabolism
DB00333,DB00571,Methadone,Propranolol,metabolism
DB00333,DB00334,Methadone,Olanzapine,metabolism
DB00333,DB05109,Methadone,Trabectedin,metabolism
DB00333,DB00568,Methadone,Cinnarizine,metabolism
DB00333,DB04841,Methadone,Flunarizine,metabolism
DB00333,DB00997,Methadone,Doxorubicin,metabolism
DB00333,DB01577,Methadone,Methamphetamine,metabolism
DB00333,DB01621,Methadone,Pipotiazine,metabolism
DB00333,DB00706,Methadone,Tamsulosin,metabolism
DB00333,DB01424,Methadone,Aminophenazone,metabolism
DB00333,DB01628,Methadone,Etoricoxib,metabolism
DB00333,DB03128,Methadone,Acetylcholine,metabolism
DB00333,DB01426,Methadone,Ajmaline,metabolism
DB00333,DB00701,Methadone,Amprenavir,metabolism
DB00333,DB01429,Methadone,Aprindine,metabolism
DB00333,DB00637,Methadone,Astemizole,metabolism
DB00333,DB01244,Methadone,Bepridil,metabolism
DB00333,DB00835,Methadone,Brompheniramine,metabolism
DB00333,DB00567,Methadone,Cephalexin,metabolism
DB00333,DB00531,Methadone,Cyclophosphamide,metabolism
DB00333,DB00988,Methadone,Dopamine,metabolism
DB00333,DB00590,Methadone,Doxazosin,metabolism
DB00333,DB00751,Methadone,Epinastine,metabolism
DB00333,DB01159,Methadone,Halothane,metabolism
DB00333,DB01177,Methadone,Idarubicin,metabolism
DB00333,DB00598,Methadone,Labetalol,metabolism
DB00333,DB01235,Methadone,Levodopa,metabolism
DB00333,DB01206,Methadone,Lomustine,metabolism
DB00333,DB01028,Methadone,Methoxyflurane,metabolism
DB00333,DB00422,Methadone,Methylphenidate,metabolism
DB00333,DB01107,Methadone,Methyprylon,metabolism
DB00333,DB00731,Methadone,Nateglinide,metabolism
DB00333,DB00336,Methadone,Nitrofural,metabolism
DB00333,DB01435,Methadone,Antipyrine,metabolism
DB00333,DB00592,Methadone,Piperazine,metabolism
DB00333,DB00396,Methadone,Progesterone,metabolism
DB00333,DB00818,Methadone,Propofol,metabolism
DB00333,DB00852,Methadone,Pseudoephedrine,metabolism
DB00333,DB00409,Methadone,Remoxipride,metabolism
DB00333,DB01079,Methadone,Tegaserod,metabolism
DB00333,DB00570,Methadone,Vinblastine,metabolism
DB00333,DB00361,Methadone,Vinorelbine,metabolism
DB00333,DB01392,Methadone,Yohimbine,metabolism
DB00333,DB00943,Methadone,Zalcitabine,metabolism
DB00333,DB06701,Methadone,Dexmethylphenidate,metabolism
DB00333,DB00530,Methadone,Erlotinib,metabolism
DB00333,DB01166,Methadone,Cilostazol,metabolism
DB00333,DB00836,Methadone,Loperamide,metabolism
DB00333,DB06770,Methadone,Benzyl alcohol,metabolism
DB00333,DB04920,Methadone,Clevidipine,metabolism
DB00333,DB08868,Methadone,Fingolimod,metabolism
DB00333,DB08893,Methadone,Mirabegron,metabolism
DB00333,DB08901,Methadone,Ponatinib,metabolism
DB00333,DB06203,Methadone,Alogliptin,metabolism
DB00333,DB06292,Methadone,Dapagliflozin,metabolism
DB00333,DB09076,Methadone,Umeclidinium,metabolism
DB00333,DB06016,Methadone,Cariprazine,metabolism
DB00333,DB09570,Methadone,Ixazomib,metabolism
DB00333,DB09183,Methadone,Dasabuvir,metabolism
DB00333,DB12332,Methadone,Rucaparib,metabolism
DB00333,DB09555,Methadone,Dexchlorpheniramine maleate,metabolism
DB00333,DB06217,Methadone,Vernakalant,metabolism
DB00333,DB11915,Methadone,Valbenazine,metabolism
DB00333,DB11614,Methadone,Rupatadine,metabolism
DB00333,DB13874,Methadone,Enasidenib,metabolism
DB00333,DB12070,Methadone,Letermovir,metabolism
DB00333,DB00951,Methadone,Isoniazid,metabolism
DB00333,DB09291,Methadone,Rolapitant,metabolism
DB00333,DB09238,Methadone,Manidipine,metabolism
DB00333,DB00371,Methadone,Meprobamate,risk or severity of adverse effects
DB00333,DB00402,Methadone,Eszopiclone,risk or severity of adverse effects
DB00333,DB00408,Methadone,Loxapine,risk or severity of adverse effects
DB00333,DB00474,Methadone,Methohexital,risk or severity of adverse effects
DB00333,DB00708,Methadone,Sufentanil,risk or severity of adverse effects
DB00333,DB00753,Methadone,Isoflurane,risk or severity of adverse effects
DB00333,DB00802,Methadone,Alfentanil,risk or severity of adverse effects
DB00333,DB00831,Methadone,Trifluoperazine,risk or severity of adverse effects
DB00333,DB00854,Methadone,Levorphanol,risk or severity of adverse effects
DB00333,DB00899,Methadone,Remifentanil,risk or severity of adverse effects
DB00333,DB00962,Methadone,Zaleplon,risk or severity of adverse effects
DB00333,DB00996,Methadone,Gabapentin,risk or severity of adverse effects
DB00333,DB01081,Methadone,Diphenoxylate,risk or severity of adverse effects
DB00333,DB01189,Methadone,Desflurane,risk or severity of adverse effects
DB00333,DB01198,Methadone,Zopiclone,risk or severity of adverse effects
DB00333,DB01221,Methadone,Ketamine,risk or severity of adverse effects
DB00333,DB01236,Methadone,Sevoflurane,risk or severity of adverse effects
DB00333,DB01351,Methadone,Amobarbital,risk or severity of adverse effects
DB00333,DB01440,Methadone,Gamma Hydroxybutyric Acid,risk or severity of adverse effects
DB00333,DB01623,Methadone,Thiothixene,risk or severity of adverse effects
DB00333,DB06690,Methadone,Nitrous oxide,risk or severity of adverse effects
DB00333,DB08815,Methadone,Lurasidone,risk or severity of adverse effects
DB00333,DB00341,Methadone,Cetirizine,risk or severity of adverse effects
DB00333,DB00395,Methadone,Carisoprodol,risk or severity of adverse effects
DB00333,DB00405,Methadone,Dexbrompheniramine,risk or severity of adverse effects
DB00333,DB00423,Methadone,Methocarbamol,risk or severity of adverse effects
DB00333,DB00427,Methadone,Triprolidine,risk or severity of adverse effects
DB00333,DB00434,Methadone,Cyproheptadine,risk or severity of adverse effects
DB00333,DB00494,Methadone,Entacapone,risk or severity of adverse effects
DB00333,DB00588,Methadone,Fluticasone propionate,risk or severity of adverse effects
DB00333,DB00593,Methadone,Ethosuximide,risk or severity of adverse effects
DB00333,DB00660,Methadone,Metaxalone,risk or severity of adverse effects
DB00333,DB00737,Methadone,Meclizine,risk or severity of adverse effects
DB00333,DB00748,Methadone,Carbinoxamine,risk or severity of adverse effects
DB00333,DB00754,Methadone,Ethotoin,risk or severity of adverse effects
DB00333,DB00768,Methadone,Olopatadine,risk or severity of adverse effects
DB00333,DB00771,Methadone,Clidinium,risk or severity of adverse effects
DB00333,DB00906,Methadone,Tiagabine,risk or severity of adverse effects
DB00333,DB00909,Methadone,Zonisamide,risk or severity of adverse effects
DB00333,DB00950,Methadone,Fexofenadine,risk or severity of adverse effects
DB00333,DB00980,Methadone,Ramelteon,risk or severity of adverse effects
