drug1_name,drug2_name,drug1_normalized,drug2_normalized,interaction_type
Tramadol,Paroxetine,tramadol,paroxetine,neuroexcitatory activities
Tramadol,Sertraline,tramadol,sertraline,neuroexcitatory activities
Tramadol,Escitalopram,tramadol,escitalopram,neuroexcitatory activities
Tramadol,Buprenorphine,tramadol,buprenorphine,central nervous system depressant (CNS depressant) activities
Tramadol,Deferasirox,tramadol,deferasirox,serum concentration
Tramadol,Hydroxyzine,tramadol,hydroxyzine,central nervous system depressant (CNS depressant) activities
Tramadol,Magnesium sulfate,tramadol,magnesium sulfate,therapeutic efficacy
Tramadol,Mirtazapine,tramadol,mirtazapine,central nervous system depressant (CNS depressant) activities
Tramadol,Atomoxetine,tramadol,atomoxetine,therapeutic efficacy
Tramadol,Darifenacin,tramadol,darifenacin,therapeutic efficacy
Tramadol,Haloperidol,tramadol,haloperidol,therapeutic efficacy
Tramadol,Diphenhydramine,tramadol,diphenhydramine,therapeutic efficacy
Tramadol,Clozapine,tramadol,clozapine,therapeutic efficacy
Tramadol,Celecoxib,tramadol,celecoxib,therapeutic efficacy
Tramadol,Ketoconazole,tramadol,ketoconazole,therapeutic efficacy
Tramadol,Clemastine,tramadol,clemastine,therapeutic efficacy
Tramadol,Nilotinib,tramadol,nilotinib,therapeutic efficacy
Tramadol,Nevirapine,tramadol,nevirapine,therapeutic efficacy
Tramadol,Betaxolol,tramadol,betaxolol,therapeutic efficacy
Tramadol,Mirabegron,tramadol,mirabegron,therapeutic efficacy
Tramadol,Manidipine,tramadol,manidipine,therapeutic efficacy
Tramadol,Pramipexole,tramadol,pramipexole,sedative activities
Tramadol,Pregabalin,tramadol,pregabalin,therapeutic efficacy
Tramadol,Furosemide,tramadol,furosemide,risk or severity of adverse effects
Tramadol,Indapamide,tramadol,indapamide,risk or severity of adverse effects
Tramadol,Mannitol,tramadol,mannitol,risk or severity of adverse effects
Tramadol,Potassium Citrate,tramadol,potassium citrate,risk or severity of adverse effects
Tramadol,Potassium,tramadol,potassium,risk or severity of adverse effects
Tramadol,Metoclopramide,tramadol,metoclopramide,risk or severity of adverse effects
Tramadol,Bosentan,tramadol,bosentan,serum concentration
Tramadol,Fluconazole,tramadol,fluconazole,metabolism
Tramadol,Diltiazem,tramadol,diltiazem,metabolism
Tramadol,Imatinib,tramadol,imatinib,metabolism
Tramadol,Fosamprenavir,tramadol,fosamprenavir,metabolism
Tramadol,Sildenafil,tramadol,sildenafil,metabolism
Tramadol,Verapamil,tramadol,verapamil,metabolism
Tramadol,Doxycycline,tramadol,doxycycline,metabolism
Tramadol,Olaparib,tramadol,olaparib,metabolism
Tramadol,Morphine,tramadol,morphine,risk or severity of adverse effects
Tramadol,Olanzapine,tramadol,olanzapine,risk or severity of adverse effects
Tramadol,Alprazolam,tramadol,alprazolam,risk or severity of adverse effects
Tramadol,Midazolam,tramadol,midazolam,risk or severity of adverse effects
Tramadol,Risperidone,tramadol,risperidone,risk or severity of adverse effects
Tramadol,Isoflurane,tramadol,isoflurane,risk or severity of adverse effects
Tramadol,Propofol,tramadol,propofol,risk or severity of adverse effects
Tramadol,Diazepam,tramadol,diazepam,risk or severity of adverse effects
Tramadol,Trifluoperazine,tramadol,trifluoperazine,risk or severity of adverse effects
Tramadol,Flupentixol,tramadol,flupentixol,risk or severity of adverse effects
Tramadol,Remifentanil,tramadol,remifentanil,risk or severity of adverse effects
Tramadol,Gabapentin,tramadol,gabapentin,risk or severity of adverse effects
Tramadol,Quetiapine,tramadol,quetiapine,risk or severity of adverse effects
Tramadol,Sevoflurane,tramadol,sevoflurane,risk or severity of adverse effects
Tramadol,Aripiprazole,tramadol,aripiprazole,risk or severity of adverse effects
Tramadol,Nitrazepam,tramadol,nitrazepam,risk or severity of adverse effects
Tramadol,Zuclopenthixol,tramadol,zuclopenthixol,risk or severity of adverse effects
Tramadol,Topiramate,tramadol,topiramate,risk or severity of adverse effects
Tramadol,Tolcapone,tramadol,tolcapone,risk or severity of adverse effects
Tramadol,Cetirizine,tramadol,cetirizine,risk or severity of adverse effects
Tramadol,Chlorzoxazone,tramadol,chlorzoxazone,risk or severity of adverse effects
Tramadol,Cyproheptadine,tramadol,cyproheptadine,risk or severity of adverse effects
Tramadol,Loratadine,tramadol,loratadine,risk or severity of adverse effects
Tramadol,Efavirenz,tramadol,efavirenz,risk or severity of adverse effects
Tramadol,Olopatadine,tramadol,olopatadine,risk or severity of adverse effects
Tramadol,Zonisamide,tramadol,zonisamide,risk or severity of adverse effects
Tramadol,Fexofenadine,tramadol,fexofenadine,risk or severity of adverse effects
Tramadol,Ramelteon,tramadol,ramelteon,risk or severity of adverse effects
Tramadol,Vigabatrin,tramadol,vigabatrin,risk or severity of adverse effects
Tramadol,Levetiracetam,tramadol,levetiracetam,risk or severity of adverse effects
Tramadol,Levodopa,tramadol,levodopa,risk or severity of adverse effects
Tramadol,Pizotifen,tramadol,pizotifen,risk or severity of adverse effects
Tramadol,Levocetirizine,tramadol,levocetirizine,risk or severity of adverse effects
Tramadol,Pomalidomide,tramadol,pomalidomide,risk or severity of adverse effects
Tramadol,Enflurane,tramadol,enflurane,risk or severity of adverse effects
Tramadol,Lidocaine,tramadol,lidocaine,risk or severity of adverse effects
Tramadol,Valproic Acid,tramadol,valproic acid,risk or severity of adverse effects
Tramadol,Sulpiride,tramadol,sulpiride,risk or severity of adverse effects
Tramadol,Thiopental,tramadol,thiopental,risk or severity of adverse effects
Tramadol,Prilocaine,tramadol,prilocaine,risk or severity of adverse effects
Tramadol,Mepivacaine,tramadol,mepivacaine,risk or severity of adverse effects
Tramadol,Levobupivacaine,tramadol,levobupivacaine,risk or severity of adverse effects
Tramadol,Melatonin,tramadol,melatonin,risk or severity of adverse effects
Tramadol,Sertindole,tramadol,sertindole,risk or severity of adverse effects
Tramadol,Amisulpride,tramadol,amisulpride,risk or severity of adverse effects
Tramadol,Agomelatine,tramadol,agomelatine,risk or severity of adverse effects
Tramadol,Clopidogrel,tramadol,clopidogrel,metabolism
Tramadol,Sorafenib,tramadol,sorafenib,metabolism
Tramadol,Doxorubicin,tramadol,doxorubicin,metabolism
Tramadol,Warfarin,tramadol,warfarin,anticoagulant activities
Tramadol,Darunavir,tramadol,darunavir,serum concentration
Tramadol,Palonosetron,tramadol,palonosetron,analgesic activities
Tramadol,Granisetron,tramadol,granisetron,analgesic activities
Tramadol,Ondansetron,tramadol,ondansetron,analgesic activities
Tramadol,Tropisetron,tramadol,tropisetron,analgesic activities
Tramadol,Itraconazole,tramadol,itraconazole,serum concentration
Tramadol,Clarithromycin,tramadol,clarithromycin,serum concentration
Tramadol,Lopinavir,tramadol,lopinavir,serum concentration
Tramadol,Amiodarone,tramadol,amiodarone,serum concentration
Tramadol,Aprepitant,tramadol,aprepitant,serum concentration
Tramadol,Pseudoephedrine,tramadol,pseudoephedrine,analgesic activities
Tramadol,Ritonavir,tramadol,ritonavir,therapeutic efficacy
Tramadol,Terbinafine,tramadol,terbinafine,therapeutic efficacy
Tramadol,Bupropion,tramadol,bupropion,therapeutic efficacy
Tramadol,Midostaurin,tramadol,midostaurin,therapeutic efficacy
Tramadol,Memantine,tramadol,memantine,risk or severity of adverse effects
Tramadol,Atropine,tramadol,atropine,risk or severity of adverse effects
Tramadol,Biperiden,tramadol,biperiden,risk or severity of adverse effects
Tramadol,Desloratadine,tramadol,desloratadine,risk or severity of adverse effects
Tramadol,Tolterodine,tramadol,tolterodine,risk or severity of adverse effects
Tramadol,Solifenacin,tramadol,solifenacin,risk or severity of adverse effects
Tramadol,Butylscopolamine,tramadol,butylscopolamine,risk or severity of adverse effects
Tramadol,Doxylamine,tramadol,doxylamine,central nervous system depressant (CNS depressant) activities
Tramadol,Dasatinib,tramadol,dasatinib,serum concentration
Betaxolol,Rivastigmine,betaxolol,rivastigmine,bradycardic activities
Betaxolol,Metoprolol,betaxolol,metoprolol,serum concentration
Betaxolol,Tamoxifen,betaxolol,tamoxifen,serum concentration
Betaxolol,Doxorubicin,betaxolol,doxorubicin,serum concentration
Betaxolol,Pseudoephedrine,betaxolol,pseudoephedrine,atrioventricular blocking (AV block) activities
Betaxolol,Oxymetazoline,betaxolol,oxymetazoline,atrioventricular blocking (AV block) activities
Betaxolol,Xylometazoline,betaxolol,xylometazoline,atrioventricular blocking (AV block) activities
Betaxolol,Naphazoline,betaxolol,naphazoline,atrioventricular blocking (AV block) activities
Betaxolol,Moxonidine,betaxolol,moxonidine,atrioventricular blocking (AV block) activities
Betaxolol,Ergotamine,betaxolol,ergotamine,atrioventricular blocking (AV block) activities
Betaxolol,Vemurafenib,betaxolol,vemurafenib,serum concentration
Betaxolol,Nifedipine,betaxolol,nifedipine,risk or severity of congestive heart failure and hypotension
Betaxolol,Methylergometrine,betaxolol,methylergometrine,vasoconstricting activities
Betaxolol,Acemetacin,betaxolol,acemetacin,therapeutic efficacy
Betaxolol,Midostaurin,betaxolol,midostaurin,metabolism
Betaxolol,Ritonavir,betaxolol,ritonavir,metabolism
Betaxolol,Paroxetine,betaxolol,paroxetine,metabolism
Betaxolol,Terbinafine,betaxolol,terbinafine,metabolism
Betaxolol,Bupropion,betaxolol,bupropion,metabolism
Betaxolol,Fluoxetine,betaxolol,fluoxetine,metabolism
Betaxolol,Lopinavir,betaxolol,lopinavir,metabolism
Betaxolol,Lacidipine,betaxolol,lacidipine,hypotensive activities
Betaxolol,Doxazosin,betaxolol,doxazosin,orthostatic hypotensive activities
Betaxolol,Labetalol,betaxolol,labetalol,orthostatic hypotensive activities
Betaxolol,Tamsulosin,betaxolol,tamsulosin,orthostatic hypotensive activities
Betaxolol,Carvedilol,betaxolol,carvedilol,orthostatic hypotensive activities
Betaxolol,Terazosin,betaxolol,terazosin,orthostatic hypotensive activities
Betaxolol,Silodosin,betaxolol,silodosin,orthostatic hypotensive activities
Betaxolol,Flupentixol,betaxolol,flupentixol,orthostatic hypotensive activities
Betaxolol,Trazodone,betaxolol,trazodone,orthostatic hypotensive activities
Betaxolol,Trifluoperazine,betaxolol,trifluoperazine,orthostatic hypotensive activities
Betaxolol,Quetiapine,betaxolol,quetiapine,orthostatic hypotensive activities
Betaxolol,Clozapine,betaxolol,clozapine,orthostatic hypotensive activities
Betaxolol,Olanzapine,betaxolol,olanzapine,orthostatic hypotensive activities
Betaxolol,Zuclopenthixol,betaxolol,zuclopenthixol,orthostatic hypotensive activities
Betaxolol,Escitalopram,betaxolol,escitalopram,orthostatic hypotensive activities
Betaxolol,Verapamil,betaxolol,verapamil,orthostatic hypotensive activities
Betaxolol,Pizotifen,betaxolol,pizotifen,orthostatic hypotensive activities
Betaxolol,Amifostine,betaxolol,amifostine,hypotensive activities
Betaxolol,Nebivolol,betaxolol,nebivolol,serum concentration
Betaxolol,Propafenone,betaxolol,propafenone,serum concentration
Betaxolol,Rifampicin,betaxolol,rifampicin,serum concentration
Betaxolol,Sildenafil,betaxolol,sildenafil,antihypertensive activities
Betaxolol,Tadalafil,betaxolol,tadalafil,antihypertensive activities
Betaxolol,Vardenafil,betaxolol,vardenafil,antihypertensive activities
Betaxolol,Udenafil,betaxolol,udenafil,antihypertensive activities
Betaxolol,Avanafil,betaxolol,avanafil,antihypertensive activities
Betaxolol,Amiodarone,betaxolol,amiodarone,therapeutic efficacy
Betaxolol,Dipyridamole,betaxolol,dipyridamole,bradycardic activities
Betaxolol,Fingolimod,betaxolol,fingolimod,bradycardic activities
Betaxolol,Mepivacaine,betaxolol,mepivacaine,serum concentration
Betaxolol,Regorafenib,betaxolol,regorafenib,bradycardic activities
Betaxolol,Donepezil,betaxolol,donepezil,bradycardic activities
Betaxolol,Neostigmine,betaxolol,neostigmine,bradycardic activities
Betaxolol,Memantine,betaxolol,memantine,bradycardic activities
Betaxolol,Ivabradine,betaxolol,ivabradine,bradycardic activities
Betaxolol,Lacosamide,betaxolol,lacosamide,atrioventricular blocking (AV block) activities
Betaxolol,Amphotericin B,betaxolol,amphotericin b,risk or severity of adverse effects
Betaxolol,Iloprost,betaxolol,iloprost,risk or severity of adverse effects
Betaxolol,Isoflurane,betaxolol,isoflurane,risk or severity of adverse effects
Betaxolol,Levobupivacaine,betaxolol,levobupivacaine,risk or severity of adverse effects
Betaxolol,Levosimendan,betaxolol,levosimendan,risk or severity of adverse effects
Betaxolol,Pramipexole,betaxolol,pramipexole,risk or severity of adverse effects
Betaxolol,Sevoflurane,betaxolol,sevoflurane,risk or severity of adverse effects
Betaxolol,Thalidomide,betaxolol,thalidomide,risk or severity of adverse effects
Betaxolol,Tolcapone,betaxolol,tolcapone,risk or severity of adverse effects
Betaxolol,Tretinoin,betaxolol,tretinoin,risk or severity of adverse effects
Betaxolol,Sotalol,betaxolol,sotalol,risk or severity of adverse effects
Betaxolol,Furosemide,betaxolol,furosemide,risk or severity of adverse effects
Betaxolol,Mannitol,betaxolol,mannitol,risk or severity of adverse effects
Betaxolol,Isosorbide Dinitrate,betaxolol,isosorbide dinitrate,risk or severity of adverse effects
Betaxolol,Isosorbide Mononitrate,betaxolol,isosorbide mononitrate,risk or severity of adverse effects
Betaxolol,Papaverine,betaxolol,papaverine,risk or severity of adverse effects
Betaxolol,Empagliflozin,betaxolol,empagliflozin,risk or severity of adverse effects
Betaxolol,Caffeine,betaxolol,caffeine,metabolism
Betaxolol,Theophylline,betaxolol,theophylline,metabolism
Betaxolol,Citalopram,betaxolol,citalopram,metabolism
Betaxolol,Nevirapine,betaxolol,nevirapine,metabolism
Betaxolol,Tenofovir disoproxil,betaxolol,tenofovir disoproxil,metabolism
Betaxolol,Azithromycin,betaxolol,azithromycin,metabolism
Betaxolol,Atomoxetine,betaxolol,atomoxetine,metabolism
Betaxolol,Darifenacin,betaxolol,darifenacin,metabolism
Betaxolol,Haloperidol,betaxolol,haloperidol,metabolism
Betaxolol,Desipramine,betaxolol,desipramine,metabolism
Betaxolol,Diphenhydramine,betaxolol,diphenhydramine,metabolism
Betaxolol,Celecoxib,betaxolol,celecoxib,metabolism
Betaxolol,Ketoconazole,betaxolol,ketoconazole,metabolism
Betaxolol,Sertraline,betaxolol,sertraline,metabolism
Betaxolol,Clemastine,betaxolol,clemastine,metabolism
Betaxolol,Nilotinib,betaxolol,nilotinib,metabolism
Betaxolol,Morphine,betaxolol,morphine,metabolism
Betaxolol,Mirtazapine,betaxolol,mirtazapine,metabolism
Betaxolol,Timolol,betaxolol,timolol,metabolism
Betaxolol,Pethidine,betaxolol,pethidine,metabolism
Betaxolol,Bisoprolol,betaxolol,bisoprolol,metabolism
Betaxolol,Ranitidine,betaxolol,ranitidine,metabolism
Betaxolol,Ondansetron,betaxolol,ondansetron,metabolism
Betaxolol,Formoterol,betaxolol,formoterol,metabolism
Betaxolol,Tolterodine,betaxolol,tolterodine,metabolism
Betaxolol,Metoclopramide,betaxolol,metoclopramide,metabolism
Betaxolol,Gefitinib,betaxolol,gefitinib,metabolism
Betaxolol,Diltiazem,betaxolol,diltiazem,metabolism
Betaxolol,Chlorzoxazone,betaxolol,chlorzoxazone,metabolism
Betaxolol,Loratadine,betaxolol,loratadine,metabolism
Betaxolol,Buprenorphine,betaxolol,buprenorphine,metabolism
Betaxolol,Palonosetron,betaxolol,palonosetron,metabolism
Betaxolol,Sertindole,betaxolol,sertindole,metabolism
Betaxolol,Mianserin,betaxolol,mianserin,metabolism
Betaxolol,Propranolol,betaxolol,propranolol,metabolism
Betaxolol,Imatinib,betaxolol,imatinib,metabolism
Betaxolol,Trabectedin,betaxolol,trabectedin,metabolism
Betaxolol,Cinnarizine,betaxolol,cinnarizine,metabolism
Betaxolol,Doxorubicin,betaxolol,doxorubicin,metabolism
Betaxolol,Eletriptan,betaxolol,eletriptan,metabolism
Betaxolol,Zolpidem,betaxolol,zolpidem,metabolism
Betaxolol,Cyclophosphamide,betaxolol,cyclophosphamide,metabolism
Betaxolol,Domperidone,betaxolol,domperidone,metabolism
Betaxolol,Dopamine,betaxolol,dopamine,metabolism
Betaxolol,Granisetron,betaxolol,granisetron,metabolism
Betaxolol,Nateglinide,betaxolol,nateglinide,metabolism
Betaxolol,Nitrofural,betaxolol,nitrofural,metabolism
Betaxolol,Piperazine,betaxolol,piperazine,metabolism
Betaxolol,Progesterone,betaxolol,progesterone,metabolism
Betaxolol,Propofol,betaxolol,propofol,metabolism
Betaxolol,Simvastatin,betaxolol,simvastatin,metabolism
Betaxolol,Erlotinib,betaxolol,erlotinib,metabolism
Betaxolol,Cilostazol,betaxolol,cilostazol,metabolism
Betaxolol,Pazopanib,betaxolol,pazopanib,metabolism
Betaxolol,Mirabegron,betaxolol,mirabegron,metabolism
Betaxolol,Ponatinib,betaxolol,ponatinib,metabolism
Betaxolol,Dapagliflozin,betaxolol,dapagliflozin,metabolism
Betaxolol,Rupatadine,betaxolol,rupatadine,metabolism
Betaxolol,Letermovir,betaxolol,letermovir,metabolism
Betaxolol,Ibrutinib,betaxolol,ibrutinib,metabolism
Betaxolol,Salmeterol,betaxolol,salmeterol,bronchodilatory activities
Betaxolol,Salbutamol,betaxolol,salbutamol,bronchodilatory activities
Betaxolol,Terbutaline,betaxolol,terbutaline,bronchodilatory activities
Betaxolol,Dobutamine,betaxolol,dobutamine,bronchodilatory activities
Betaxolol,Aminophylline,betaxolol,aminophylline,bronchodilatory activities
Betaxolol,Fentanyl,betaxolol,fentanyl,bradycardic activities
Betaxolol,Remifentanil,betaxolol,remifentanil,bradycardic activities
Betaxolol,Rasagiline,betaxolol,rasagiline,hypotensive activities
Betaxolol,Darunavir,betaxolol,darunavir,serum concentration
Betaxolol,Deferasirox,betaxolol,deferasirox,serum concentration
Betaxolol,Levodopa,betaxolol,levodopa,orthostatic hypotensive activities
Betaxolol,Risperidone,betaxolol,risperidone,hypotensive activities
Betaxolol,Thiopental,betaxolol,thiopental,serum concentration
Betaxolol,Alfuzosin,betaxolol,alfuzosin,hypotensive activities
Betaxolol,Minoxidil,betaxolol,minoxidil,hypotensive activities
Betaxolol,Bosentan,betaxolol,bosentan,hypotensive activities
Betaxolol,Rilmenidine,betaxolol,rilmenidine,hypotensive activities
Betaxolol,Travoprost,betaxolol,travoprost,hypotensive activities
Betaxolol,Atenolol,betaxolol,atenolol,hypotensive activities
Betaxolol,Treprostinil,betaxolol,treprostinil,hypotensive activities
Betaxolol,Amlodipine,betaxolol,amlodipine,hypotensive activities
Betaxolol,Fosinopril,betaxolol,fosinopril,hypotensive activities
Betaxolol,Trandolapril,betaxolol,trandolapril,hypotensive activities
Betaxolol,Benazepril,betaxolol,benazepril,hypotensive activities
Betaxolol,Enalapril,betaxolol,enalapril,hypotensive activities
Betaxolol,Latanoprost,betaxolol,latanoprost,hypotensive activities
Betaxolol,Losartan,betaxolol,losartan,hypotensive activities
Betaxolol,Moexipril,betaxolol,moexipril,hypotensive activities
Betaxolol,Lisinopril,betaxolol,lisinopril,hypotensive activities
Betaxolol,Perindopril,betaxolol,perindopril,hypotensive activities
Betaxolol,Indapamide,betaxolol,indapamide,hypotensive activities
Betaxolol,Eprosartan,betaxolol,eprosartan,hypotensive activities
Betaxolol,Bimatoprost,betaxolol,bimatoprost,hypotensive activities
Betaxolol,Telmisartan,betaxolol,telmisartan,hypotensive activities
Betaxolol,Irbesartan,betaxolol,irbesartan,hypotensive activities
Betaxolol,Nitrendipine,betaxolol,nitrendipine,hypotensive activities
Betaxolol,Epoprostenol,betaxolol,epoprostenol,hypotensive activities
Betaxolol,Penbutolol,betaxolol,penbutolol,hypotensive activities
Betaxolol,Terlipressin,betaxolol,terlipressin,hypotensive activities
Betaxolol,Manidipine,betaxolol,manidipine,hypotensive activities
Betaxolol,Ambrisentan,betaxolol,ambrisentan,hypotensive activities
Betaxolol,Riociguat,betaxolol,riociguat,hypotensive activities
Betaxolol,Pentoxifylline,betaxolol,pentoxifylline,hypotensive activities
Betaxolol,Pilocarpine,betaxolol,pilocarpine,risk or severity of adverse effects
Betaxolol,Varenicline,betaxolol,varenicline,risk or severity of adverse effects
Betaxolol,Digoxin,betaxolol,digoxin,bradycardic activities
Betaxolol,Lidocaine,betaxolol,lidocaine,serum concentration
Betaxolol,Diclofenac,betaxolol,diclofenac,antihypertensive activities
Betaxolol,Flurbiprofen,betaxolol,flurbiprofen,antihypertensive activities
Betaxolol,Nepafenac,betaxolol,nepafenac,antihypertensive activities
Betaxolol,Adapalene,betaxolol,adapalene,antihypertensive activities
Betaxolol,Mesalazine,betaxolol,mesalazine,antihypertensive activities
Betaxolol,Pimecrolimus,betaxolol,pimecrolimus,antihypertensive activities
Betaxolol,Tenoxicam,betaxolol,tenoxicam,antihypertensive activities
Betaxolol,Piroxicam,betaxolol,piroxicam,antihypertensive activities
Betaxolol,Etodolac,betaxolol,etodolac,antihypertensive activities
Betaxolol,Olopatadine,betaxolol,olopatadine,antihypertensive activities
Betaxolol,Mefenamic acid,betaxolol,mefenamic acid,antihypertensive activities
Betaxolol,Naproxen,betaxolol,naproxen,antihypertensive activities
Betaxolol,Meloxicam,betaxolol,meloxicam,antihypertensive activities
Betaxolol,Diflunisal,betaxolol,diflunisal,antihypertensive activities
Betaxolol,Ketoprofen,betaxolol,ketoprofen,antihypertensive activities
Betaxolol,Mycophenolic acid,betaxolol,mycophenolic acid,antihypertensive activities
Betaxolol,Ibuprofen,betaxolol,ibuprofen,antihypertensive activities
Betaxolol,Leflunomide,betaxolol,leflunomide,antihypertensive activities
Betaxolol,Tiaprofenic acid,betaxolol,tiaprofenic acid,antihypertensive activities
Betaxolol,Nimesulide,betaxolol,nimesulide,antihypertensive activities
Betaxolol,Apremilast,betaxolol,apremilast,antihypertensive activities
Betaxolol,Lornoxicam,betaxolol,lornoxicam,antihypertensive activities
Betaxolol,Aceclofenac,betaxolol,aceclofenac,antihypertensive activities
Betaxolol,Etofenamate,betaxolol,etofenamate,antihypertensive activities
Betaxolol,Benzydamine,betaxolol,benzydamine,antihypertensive activities
Betaxolol,Glipizide,betaxolol,glipizide,hypoglycemic activities
Betaxolol,Gliclazide,betaxolol,gliclazide,hypoglycemic activities
Betaxolol,Glimepiride,betaxolol,glimepiride,hypoglycemic activities
Betaxolol,Aripiprazole,betaxolol,aripiprazole,serum concentration
Fluconazole,Rosuvastatin,fluconazole,rosuvastatin,risk or severity of adverse effects
Fluconazole,Pazopanib,fluconazole,pazopanib,serum concentration
Fluconazole,Silodosin,fluconazole,silodosin,serum concentration
Fluconazole,Vemurafenib,fluconazole,vemurafenib,risk or severity of QTc prolongation
Fluconazole,Topotecan,fluconazole,topotecan,serum concentration
Fluconazole,Bosutinib,fluconazole,bosutinib,serum concentration
Fluconazole,Citalopram,fluconazole,citalopram,QTc-prolonging activities
Fluconazole,Domperidone,fluconazole,domperidone,serum concentration
Fluconazole,Ibrutinib,fluconazole,ibrutinib,serum concentration
Fluconazole,Ivabradine,fluconazole,ivabradine,serum concentration
Fluconazole,Progesterone,fluconazole,progesterone,absorption
Fluconazole,Olaparib,fluconazole,olaparib,serum concentration
Fluconazole,Tolvaptan,fluconazole,tolvaptan,serum concentration
Fluconazole,Doxorubicin,fluconazole,doxorubicin,serum concentration
Fluconazole,Amlodipine,fluconazole,amlodipine,serum concentration
Fluconazole,Nifedipine,fluconazole,nifedipine,serum concentration
Fluconazole,Avanafil,fluconazole,avanafil,serum concentration
Fluconazole,Cilostazol,fluconazole,cilostazol,serum concentration
Fluconazole,Clopidogrel,fluconazole,clopidogrel,serum concentration
Fluconazole,Colchicine,fluconazole,colchicine,serum concentration
Fluconazole,Eletriptan,fluconazole,eletriptan,serum concentration
Fluconazole,Everolimus,fluconazole,everolimus,serum concentration
Fluconazole,Fentanyl,fluconazole,fentanyl,serum concentration
Fluconazole,Sotalol,fluconazole,sotalol,QTc-prolonging activities
Fluconazole,Flupentixol,fluconazole,flupentixol,QTc-prolonging activities
Fluconazole,Lopinavir,fluconazole,lopinavir,QTc-prolonging activities
Fluconazole,Nilotinib,fluconazole,nilotinib,QTc-prolonging activities
Fluconazole,Docetaxel,fluconazole,docetaxel,metabolism
Fluconazole,Phenytoin,fluconazole,phenytoin,serum concentration
Fluconazole,Warfarin,fluconazole,warfarin,serum concentration
Fluconazole,Ranitidine,fluconazole,ranitidine,metabolism
Fluconazole,Formoterol,fluconazole,formoterol,metabolism
Fluconazole,Amoxicillin,fluconazole,amoxicillin,metabolism
Fluconazole,Sertraline,fluconazole,sertraline,metabolism
Fluconazole,Diltiazem,fluconazole,diltiazem,metabolism
Fluconazole,Thalidomide,fluconazole,thalidomide,metabolism
Fluconazole,Clarithromycin,fluconazole,clarithromycin,metabolism
Fluconazole,Melatonin,fluconazole,melatonin,metabolism
Fluconazole,Tamoxifen,fluconazole,tamoxifen,metabolism
Fluconazole,Trabectedin,fluconazole,trabectedin,metabolism
Fluconazole,Terbinafine,fluconazole,terbinafine,metabolism
Fluconazole,Diphenhydramine,fluconazole,diphenhydramine,metabolism
Fluconazole,Diazepam,fluconazole,diazepam,metabolism
Fluconazole,Chloramphenicol,fluconazole,chloramphenicol,metabolism
Fluconazole,Cyclophosphamide,fluconazole,cyclophosphamide,metabolism
Fluconazole,Propranolol,fluconazole,propranolol,metabolism
Fluconazole,Fluoxetine,fluconazole,fluoxetine,metabolism
Fluconazole,Ambrisentan,fluconazole,ambrisentan,metabolism
Fluconazole,Escitalopram,fluconazole,escitalopram,metabolism
Fluconazole,Clozapine,fluconazole,clozapine,metabolism
Fluconazole,Tolterodine,fluconazole,tolterodine,metabolism
Fluconazole,Amiodarone,fluconazole,amiodarone,metabolism
Fluconazole,Aprepitant,fluconazole,aprepitant,metabolism
Fluconazole,Atomoxetine,fluconazole,atomoxetine,metabolism
Fluconazole,Desipramine,fluconazole,desipramine,metabolism
Fluconazole,Dopamine,fluconazole,dopamine,metabolism
Fluconazole,Doxazosin,fluconazole,doxazosin,metabolism
Fluconazole,Estradiol,fluconazole,estradiol,metabolism
Fluconazole,Haloperidol,fluconazole,haloperidol,metabolism
Fluconazole,Ibuprofen,fluconazole,ibuprofen,metabolism
Fluconazole,Metoprolol,fluconazole,metoprolol,metabolism
Fluconazole,Pethidine,fluconazole,pethidine,metabolism
Fluconazole,Propofol,fluconazole,propofol,metabolism
Fluconazole,Quetiapine,fluconazole,quetiapine,metabolism
Fluconazole,Testosterone,fluconazole,testosterone,metabolism
Fluconazole,Timolol,fluconazole,timolol,metabolism
Fluconazole,Valproic Acid,fluconazole,valproic acid,metabolism
Fluconazole,Verapamil,fluconazole,verapamil,metabolism
Fluconazole,Prasugrel,fluconazole,prasugrel,metabolism
Fluconazole,Rupatadine,fluconazole,rupatadine,metabolism
Fluconazole,Tacrolimus,fluconazole,tacrolimus,serum concentration
Fluconazole,Sirolimus,fluconazole,sirolimus,serum concentration
Fluconazole,Solifenacin,fluconazole,solifenacin,metabolism
Fluconazole,Sunitinib,fluconazole,sunitinib,metabolism
Fluconazole,Temsirolimus,fluconazole,temsirolimus,serum concentration of active metabolites
Fluconazole,Rifabutin,fluconazole,rifabutin,serum concentration
Fluconazole,Vardenafil,fluconazole,vardenafil,serum concentration
Fluconazole,Zolpidem,fluconazole,zolpidem,serum concentration
Fluconazole,Tenoxicam,fluconazole,tenoxicam,metabolism
Fluconazole,Montelukast,fluconazole,montelukast,metabolism
Fluconazole,Celecoxib,fluconazole,celecoxib,metabolism
Fluconazole,Zafirlukast,fluconazole,zafirlukast,metabolism
Fluconazole,Flurbiprofen,fluconazole,flurbiprofen,metabolism
Fluconazole,Nateglinide,fluconazole,nateglinide,metabolism
Fluconazole,Etodolac,fluconazole,etodolac,metabolism
Fluconazole,Mefenamic acid,fluconazole,mefenamic acid,metabolism
Fluconazole,Meloxicam,fluconazole,meloxicam,metabolism
Fluconazole,Metronidazole,fluconazole,metronidazole,metabolism
Fluconazole,Irbesartan,fluconazole,irbesartan,metabolism
